district,latitude,longitude,terrain_risk,rainfall_risk,risk_score
Micro Zone,28.0,85.5,Moderate,Low,3
Micro Zone,28.0,86.0,High,Moderate,5
Micro Zone,28.0,86.5,Moderate,Low,3
Micro Zone,28.0,87.0,Low,Moderate,3
Micro Zone,28.0,87.5,Low,High,4
Micro Zone,28.0,88.0,High,High,6
Micro Zone,28.0,88.5,Moderate,Moderate,4
Micro Zone,28.0,89.0,High,Low,4
Micro Zone,28.0,89.5,Moderate,Low,3
Micro Zone,28.0,90.0,Low,High,4
Micro Zone,28.0,90.5,High,Moderate,5
Micro Zone,28.0,91.0,High,Low,4
Micro Zone,28.0,91.5,High,Moderate,5
Micro Zone,28.0,92.0,Low,Moderate,3
Micro Zone,28.0,92.5,Low,High,4
Micro Zone,28.0,93.0,Moderate,High,5
Micro Zone,28.0,93.5,High,Moderate,5
Micro Zone,28.0,94.0,Moderate,High,5
Micro Zone,28.0,94.5,Low,High,4
Micro Zone,28.0,95.0,Low,Moderate,3
Micro Zone,28.0,95.5,Low,Moderate,3
Micro Zone,28.0,96.0,High,High,6
Micro Zone,28.0,96.5,High,Low,4
Micro Zone,28.5,68.0,High,Moderate,5
Micro Zone,28.5,68.5,Low,Moderate,3
Micro Zone,28.5,69.0,Moderate,Moderate,4
Micro Zone,28.5,69.5,Low,Moderate,3
Micro Zone,28.5,70.0,Low,High,4
Micro Zone,28.5,70.5,Moderate,Moderate,4
Micro Zone,28.5,71.0,Low,Low,2
Micro Zone,28.5,71.5,Low,High,4
Micro Zone,28.5,72.0,Moderate,High,5
Micro Zone,28.5,72.5,Moderate,Moderate,4
Micro Zone,28.5,73.0,High,High,6
Micro Zone,28.5,73.5,Moderate,Low,3
Micro Zone,28.5,74.0,Moderate,Moderate,4
Micro Zone,28.5,74.5,Low,High,4
Micro Zone,28.5,75.0,Moderate,Moderate,4
Micro Zone,28.5,75.5,Moderate,Low,3
Micro Zone,28.5,76.0,Low,High,4
Micro Zone,28.5,76.5,Low,High,4
Micro Zone,28.5,77.0,Moderate,High,5
Micro Zone,28.5,77.5,Low,Moderate,3
Micro Zone,28.5,78.0,High,High,6
Micro Zone,28.5,78.5,Moderate,High,5
Micro Zone,28.5,79.0,High,Low,4
Micro Zone,28.5,79.5,Low,Low,2
Micro Zone,28.5,80.0,Low,Moderate,3
Micro Zone,28.5,80.5,Moderate,High,5
Micro Zone,28.5,81.0,Moderate,Moderate,4
Micro Zone,28.5,81.5,High,High,6
Micro Zone,28.5,82.0,Moderate,High,5
Micro Zone,28.5,82.5,Low,Moderate,3
Micro Zone,28.5,83.0,Low,High,4
Micro Zone,28.5,83.5,Low,Moderate,3
Micro Zone,28.5,84.0,Moderate,High,5
Micro Zone,28.5,84.5,Low,High,4
Micro Zone,28.5,85.0,High,Moderate,5
Micro Zone,28.5,85.5,Moderate,Moderate,4
Micro Zone,28.5,86.0,Low,Low,2
Micro Zone,28.5,86.5,Low,Low,2
Micro Zone,28.5,87.0,High,High,6
Micro Zone,28.5,87.5,Low,Moderate,3
Micro Zone,28.5,88.0,Moderate,Moderate,4
Micro Zone,28.5,88.5,Moderate,High,5
Micro Zone,28.5,89.0,Low,High,4
Micro Zone,28.5,89.5,Moderate,High,5
Micro Zone,28.5,90.0,High,High,6
Micro Zone,28.5,90.5,Moderate,High,5
Micro Zone,28.5,91.0,Low,Moderate,3
Micro Zone,28.5,91.5,High,High,6
Micro Zone,28.5,92.0,Low,Moderate,3
Micro Zone,28.5,92.5,Low,High,4
Micro Zone,28.5,93.0,Moderate,High,5
Micro Zone,28.5,93.5,Moderate,Moderate,4
Micro Zone,28.5,94.0,Moderate,High,5
Micro Zone,28.5,94.5,Moderate,High,5
Micro Zone,28.5,95.0,Low,Low,2
Micro Zone,28.5,95.5,High,Moderate,5
Micro Zone,28.5,96.0,Moderate,Moderate,4
Micro Zone,28.5,96.5,Moderate,Moderate,4
Micro Zone,29.0,68.0,High,Low,4
Micro Zone,29.0,68.5,Low,Moderate,3
Micro Zone,29.0,69.0,High,Low,4
Micro Zone,29.0,69.5,Low,Moderate,3
Micro Zone,29.0,70.0,Moderate,High,5
Micro Zone,29.0,70.5,Low,Low,2
Micro Zone,29.0,71.0,Low,Moderate,3
Micro Zone,29.0,71.5,Low,Moderate,3
Micro Zone,29.0,72.0,High,Moderate,5
Micro Zone,29.0,72.5,Moderate,Moderate,4
Micro Zone,29.0,73.0,High,Moderate,5
Micro Zone,29.0,73.5,Moderate,Low,3
Micro Zone,29.0,74.0,Moderate,Moderate,4
Micro Zone,29.0,74.5,Moderate,Moderate,4
Micro Zone,29.0,75.0,High,Moderate,5
Micro Zone,29.0,75.5,Moderate,Low,3
Micro Zone,29.0,76.0,Low,Low,2
Micro Zone,29.0,76.5,Low,Low,2
Micro Zone,29.0,77.0,High,Low,4
Micro Zone,29.0,77.5,High,Low,4
Micro Zone,29.0,78.0,Moderate,Moderate,4
Micro Zone,29.0,78.5,Low,High,4
Micro Zone,29.0,79.0,Low,Moderate,3
Micro Zone,29.0,79.5,Moderate,High,5
Micro Zone,29.0,80.0,High,Moderate,5
Micro Zone,29.0,80.5,Low,Moderate,3
Micro Zone,29.0,81.0,Moderate,Moderate,4
Micro Zone,29.0,81.5,High,High,6
Micro Zone,29.0,82.0,Low,Moderate,3
Micro Zone,29.0,82.5,High,Moderate,5
Micro Zone,29.0,83.0,Low,High,4
Micro Zone,29.0,83.5,Moderate,High,5
Micro Zone,29.0,84.0,High,High,6
Micro Zone,29.0,84.5,Moderate,Moderate,4
Micro Zone,29.0,85.0,Moderate,Moderate,4
Micro Zone,29.0,85.5,Low,High,4
Micro Zone,29.0,86.0,High,Moderate,5
Micro Zone,29.0,86.5,High,Moderate,5
Micro Zone,29.0,87.0,High,High,6
Micro Zone,29.0,87.5,Low,High,4
Micro Zone,29.0,88.0,Moderate,Moderate,4
Micro Zone,29.0,88.5,Low,Low,2
Micro Zone,29.0,89.0,High,High,6
Micro Zone,29.0,89.5,Low,Moderate,3
Micro Zone,29.0,90.0,Moderate,High,5
Micro Zone,29.0,90.5,High,Low,4
Micro Zone,29.0,91.0,High,High,6
Micro Zone,29.0,91.5,High,High,6
Micro Zone,29.0,92.0,Moderate,Moderate,4
Micro Zone,29.0,92.5,High,High,6
Micro Zone,29.0,93.0,High,High,6
Micro Zone,29.0,93.5,Moderate,Moderate,4
Micro Zone,29.0,94.0,Low,Moderate,3
Micro Zone,29.0,94.5,Low,Moderate,3
Micro Zone,29.0,95.0,High,Moderate,5
Micro Zone,29.0,95.5,Low,High,4
Micro Zone,29.0,96.0,High,Moderate,5
Micro Zone,29.0,96.5,High,Moderate,5
Micro Zone,29.5,68.0,High,High,6
Micro Zone,29.5,68.5,Moderate,High,5
Micro Zone,29.5,69.0,High,Low,4
Micro Zone,29.5,69.5,Moderate,High,5
Micro Zone,29.5,70.0,Low,Moderate,3
Micro Zone,29.5,70.5,Moderate,Moderate,4
Micro Zone,29.5,71.0,Low,Low,2
Micro Zone,29.5,71.5,Low,High,4
Micro Zone,29.5,72.0,Low,Moderate,3
Micro Zone,29.5,72.5,Low,High,4
Micro Zone,29.5,73.0,Moderate,High,5
Micro Zone,29.5,73.5,Low,High,4
Micro Zone,29.5,74.0,Low,High,4
Micro Zone,29.5,74.5,Moderate,Moderate,4
Micro Zone,29.5,75.0,Moderate,High,5
Micro Zone,29.5,75.5,Moderate,Moderate,4
Micro Zone,29.5,76.0,Moderate,High,5
Micro Zone,29.5,76.5,Low,Low,2
Micro Zone,29.5,77.0,High,High,6
Micro Zone,29.5,77.5,Moderate,Moderate,4
Micro Zone,29.5,78.0,Low,Moderate,3
Micro Zone,29.5,78.5,High,Moderate,5
Micro Zone,29.5,79.0,High,Low,4
Micro Zone,29.5,79.5,High,High,6
Micro Zone,29.5,80.0,Low,High,4
Micro Zone,29.5,80.5,High,High,6
Micro Zone,29.5,81.0,High,High,6
Micro Zone,29.5,81.5,Low,Moderate,3
Micro Zone,29.5,82.0,Low,Moderate,3
Micro Zone,29.5,82.5,Low,High,4
Micro Zone,29.5,83.0,Moderate,Low,3
Micro Zone,29.5,83.5,High,Low,4
Micro Zone,29.5,84.0,Low,Low,2
Micro Zone,29.5,84.5,High,Moderate,5
Micro Zone,29.5,85.0,High,Moderate,5
Micro Zone,29.5,85.5,Low,Moderate,3
Micro Zone,29.5,86.0,High,High,6
Micro Zone,29.5,86.5,High,Moderate,5
Micro Zone,29.5,87.0,High,High,6
Micro Zone,29.5,87.5,Low,Moderate,3
Micro Zone,29.5,88.0,High,Moderate,5
Micro Zone,29.5,88.5,High,Moderate,5
Micro Zone,29.5,89.0,Low,Moderate,3
Micro Zone,29.5,89.5,Moderate,High,5
Micro Zone,29.5,90.0,Moderate,Moderate,4
Micro Zone,29.5,90.5,Moderate,High,5
Micro Zone,29.5,91.0,High,Low,4
Micro Zone,29.5,91.5,Low,Moderate,3
Micro Zone,29.5,92.0,High,Moderate,5
Micro Zone,29.5,92.5,Low,Low,2
Micro Zone,29.5,93.0,High,Moderate,5
Micro Zone,29.5,93.5,Moderate,Low,3
Micro Zone,29.5,94.0,Low,Low,2
Micro Zone,29.5,94.5,High,High,6
Micro Zone,29.5,95.0,Moderate,High,5
Micro Zone,29.5,95.5,Low,Moderate,3
Micro Zone,29.5,96.0,Moderate,High,5
Micro Zone,29.5,96.5,Moderate,Moderate,4
Micro Zone,30.0,68.0,Low,Moderate,3
Micro Zone,30.0,68.5,Low,Moderate,3
Micro Zone,30.0,69.0,Low,High,4
Micro Zone,30.0,69.5,Low,Low,2
Micro Zone,30.0,70.0,Low,Moderate,3
Micro Zone,30.0,70.5,Low,Low,2
Micro Zone,30.0,71.0,High,Low,4
Micro Zone,30.0,71.5,Moderate,Moderate,4
Micro Zone,30.0,72.0,High,Moderate,5
Micro Zone,30.0,72.5,Moderate,Moderate,4
Micro Zone,30.0,73.0,High,High,6
Micro Zone,30.0,73.5,High,High,6
Micro Zone,30.0,74.0,High,High,6
Micro Zone,30.0,74.5,Low,High,4
Micro Zone,30.0,75.0,High,Moderate,5
Micro Zone,30.0,75.5,High,Moderate,5
Micro Zone,30.0,76.0,Moderate,High,5
Micro Zone,30.0,76.5,High,Low,4
Micro Zone,30.0,77.0,Low,Moderate,3
Micro Zone,30.0,77.5,Moderate,Moderate,4
Micro Zone,30.0,78.0,Low,High,4
Micro Zone,30.0,78.5,Low,Moderate,3
Micro Zone,30.0,79.0,Low,Moderate,3
Micro Zone,30.0,79.5,Low,Low,2
Micro Zone,30.0,80.0,Moderate,Moderate,4
Micro Zone,30.0,80.5,High,Low,4
Micro Zone,30.0,81.0,Low,Moderate,3
Micro Zone,30.0,81.5,High,High,6
Micro Zone,30.0,82.0,High,High,6
Micro Zone,30.0,82.5,High,Moderate,5
Micro Zone,30.0,83.0,Low,Moderate,3
Micro Zone,30.0,83.5,Low,High,4
Micro Zone,30.0,84.0,Moderate,High,5
Micro Zone,30.0,84.5,Low,Low,2
Micro Zone,30.0,85.0,High,High,6
Micro Zone,30.0,85.5,High,High,6
Micro Zone,30.0,86.0,Low,Moderate,3
Micro Zone,30.0,86.5,Moderate,Low,3
Micro Zone,30.0,87.0,Moderate,Moderate,4
Micro Zone,30.0,87.5,Low,Moderate,3
Micro Zone,30.0,88.0,Moderate,Low,3
Micro Zone,30.0,88.5,High,Moderate,5
Micro Zone,30.0,89.0,Moderate,Low,3
Micro Zone,30.0,89.5,High,Moderate,5
Micro Zone,30.0,90.0,Low,Moderate,3
Micro Zone,30.0,90.5,Moderate,Moderate,4
Micro Zone,30.0,91.0,Low,Moderate,3
Micro Zone,30.0,91.5,Low,Moderate,3
Micro Zone,30.0,92.0,Low,High,4
Micro Zone,30.0,92.5,Moderate,High,5
Micro Zone,30.0,93.0,Low,High,4
Micro Zone,30.0,93.5,Low,Moderate,3
Micro Zone,30.0,94.0,High,Moderate,5
Micro Zone,30.0,94.5,High,High,6
Micro Zone,30.0,95.0,Moderate,Low,3
Micro Zone,30.0,95.5,Low,High,4
Micro Zone,30.0,96.0,Low,Moderate,3
Micro Zone,30.0,96.5,High,Moderate,5
Micro Zone,30.5,68.0,High,Low,4
Micro Zone,30.5,68.5,High,High,6
Micro Zone,30.5,69.0,Low,High,4
Micro Zone,30.5,69.5,High,High,6
Micro Zone,30.5,70.0,Moderate,Moderate,4
Micro Zone,30.5,70.5,High,Low,4
Micro Zone,30.5,71.0,Moderate,High,5
Micro Zone,30.5,71.5,Moderate,Moderate,4
Micro Zone,30.5,72.0,Moderate,Moderate,4
Micro Zone,30.5,72.5,Low,High,4
Micro Zone,30.5,73.0,Low,High,4
Micro Zone,30.5,73.5,High,High,6
Micro Zone,30.5,74.0,High,High,6
Micro Zone,30.5,74.5,High,Low,4
Micro Zone,30.5,75.0,Moderate,High,5
Micro Zone,30.5,75.5,Low,Low,2
Micro Zone,30.5,76.0,High,Low,4
Micro Zone,30.5,76.5,High,Moderate,5
Micro Zone,30.5,77.0,Moderate,High,5
Micro Zone,30.5,77.5,Low,Moderate,3
Micro Zone,30.5,78.0,Moderate,Moderate,4
Micro Zone,30.5,78.5,Moderate,High,5
Micro Zone,30.5,79.0,Moderate,Moderate,4
Micro Zone,30.5,79.5,High,Low,4
Micro Zone,30.5,80.0,Low,High,4
Micro Zone,30.5,80.5,High,High,6
Micro Zone,30.5,81.0,Low,Moderate,3
Micro Zone,30.5,81.5,High,Moderate,5
Micro Zone,30.5,82.0,Low,Low,2
Micro Zone,30.5,82.5,Moderate,High,5
Micro Zone,30.5,83.0,High,Moderate,5
Micro Zone,30.5,83.5,Low,Low,2
Micro Zone,30.5,84.0,High,Low,4
Micro Zone,30.5,84.5,High,Moderate,5
Micro Zone,30.5,85.0,Moderate,Low,3
Micro Zone,30.5,85.5,Moderate,Low,3
Micro Zone,30.5,86.0,Low,High,4
Micro Zone,30.5,86.5,Low,High,4
Micro Zone,30.5,87.0,Low,Moderate,3
Micro Zone,30.5,87.5,Low,High,4
Micro Zone,30.5,88.0,High,Low,4
Micro Zone,30.5,88.5,Moderate,Low,3
Micro Zone,30.5,89.0,High,High,6
Micro Zone,30.5,89.5,Moderate,Low,3
Micro Zone,30.5,90.0,Moderate,High,5
Micro Zone,30.5,90.5,Low,High,4
Micro Zone,30.5,91.0,High,High,6
Micro Zone,30.5,91.5,Moderate,Moderate,4
Micro Zone,30.5,92.0,High,Moderate,5
Micro Zone,30.5,92.5,High,High,6
Micro Zone,30.5,93.0,Low,Moderate,3
Micro Zone,30.5,93.5,Moderate,Moderate,4
Micro Zone,30.5,94.0,High,Moderate,5
Micro Zone,30.5,94.5,High,Moderate,5
Micro Zone,30.5,95.0,Low,High,4
Micro Zone,30.5,95.5,Low,High,4
Micro Zone,30.5,96.0,Moderate,Moderate,4
Micro Zone,30.5,96.5,Low,Moderate,3
Micro Zone,31.0,68.0,High,Moderate,5
Micro Zone,31.0,68.5,Low,Moderate,3
Micro Zone,31.0,69.0,High,Moderate,5
Micro Zone,31.0,69.5,Low,Moderate,3
Micro Zone,31.0,70.0,Low,Moderate,3
Micro Zone,31.0,70.5,High,High,6
Micro Zone,31.0,71.0,High,High,6
Micro Zone,31.0,71.5,Low,High,4
Micro Zone,31.0,72.0,Low,Low,2
Micro Zone,31.0,72.5,High,High,6
Micro Zone,31.0,73.0,High,High,6
Micro Zone,31.0,73.5,Moderate,High,5
Micro Zone,31.0,74.0,High,High,6
Micro Zone,31.0,74.5,Low,High,4
Micro Zone,31.0,75.0,High,High,6
Micro Zone,31.0,75.5,Moderate,High,5
Micro Zone,31.0,76.0,Moderate,Moderate,4
Micro Zone,31.0,76.5,Moderate,High,5
Micro Zone,31.0,77.0,High,High,6
Micro Zone,31.0,77.5,High,High,6
Micro Zone,31.0,78.0,Moderate,Low,3
Micro Zone,31.0,78.5,High,Low,4
Micro Zone,31.0,79.0,Moderate,High,5
Micro Zone,31.0,79.5,Moderate,High,5
Micro Zone,31.0,80.0,Moderate,High,5
Micro Zone,31.0,80.5,Low,Low,2
Micro Zone,31.0,81.0,High,High,6
Micro Zone,31.0,81.5,Moderate,Low,3
Micro Zone,31.0,82.0,Low,Moderate,3
Micro Zone,31.0,82.5,Low,Moderate,3
Micro Zone,31.0,83.0,High,Low,4
Micro Zone,31.0,83.5,Low,Moderate,3
Micro Zone,31.0,84.0,Low,Moderate,3
Micro Zone,31.0,84.5,Moderate,Low,3
Micro Zone,31.0,85.0,Moderate,Moderate,4
Micro Zone,31.0,85.5,Low,Moderate,3
Micro Zone,31.0,86.0,Moderate,High,5
Micro Zone,31.0,86.5,Moderate,Moderate,4
Micro Zone,31.0,87.0,Moderate,Moderate,4
Micro Zone,31.0,87.5,High,Moderate,5
Micro Zone,31.0,88.0,Moderate,High,5
Micro Zone,31.0,88.5,Moderate,Moderate,4
Micro Zone,31.0,89.0,Low,Moderate,3
Micro Zone,31.0,89.5,Low,Low,2
Micro Zone,31.0,90.0,Low,Low,2
Micro Zone,31.0,90.5,Moderate,Moderate,4
Micro Zone,31.0,91.0,Moderate,Moderate,4
Micro Zone,31.0,91.5,Low,Moderate,3
Micro Zone,31.0,92.0,Low,Moderate,3
Micro Zone,31.0,92.5,Low,Low,2
Micro Zone,31.0,93.0,Moderate,High,5
Micro Zone,31.0,93.5,High,Moderate,5
Micro Zone,31.0,94.0,Low,Moderate,3
Micro Zone,31.0,94.5,Moderate,Moderate,4
Micro Zone,31.0,95.0,Low,Moderate,3
Micro Zone,31.0,95.5,Low,High,4
Micro Zone,31.0,96.0,Moderate,High,5
Micro Zone,31.0,96.5,Low,Moderate,3
Micro Zone,31.5,68.0,Low,Moderate,3
Micro Zone,31.5,68.5,Low,High,4
Micro Zone,31.5,69.0,Low,High,4
Micro Zone,31.5,69.5,Low,Low,2
Micro Zone,31.5,70.0,Low,High,4
Micro Zone,31.5,70.5,Low,High,4
Micro Zone,31.5,71.0,Low,Moderate,3
Micro Zone,31.5,71.5,Moderate,High,5
Micro Zone,31.5,72.0,Moderate,High,5
Micro Zone,31.5,72.5,Moderate,Low,3
Micro Zone,31.5,73.0,Low,Moderate,3
Micro Zone,31.5,73.5,Moderate,Low,3
Micro Zone,31.5,74.0,Moderate,Low,3
Micro Zone,31.5,74.5,Low,Low,2
Micro Zone,31.5,75.0,High,Moderate,5
Micro Zone,31.5,75.5,High,High,6
Micro Zone,31.5,76.0,Moderate,Moderate,4
Micro Zone,31.5,76.5,Low,Moderate,3
Micro Zone,31.5,77.0,Moderate,Low,3
Micro Zone,31.5,77.5,Low,High,4
Micro Zone,31.5,78.0,Moderate,High,5
Micro Zone,31.5,78.5,High,Moderate,5
Micro Zone,31.5,79.0,Low,Moderate,3
Micro Zone,31.5,79.5,High,Moderate,5
Micro Zone,31.5,80.0,Moderate,High,5
Micro Zone,31.5,80.5,Low,Moderate,3
Micro Zone,31.5,81.0,Moderate,High,5
Micro Zone,31.5,81.5,Low,High,4
Micro Zone,31.5,82.0,Low,Moderate,3
Micro Zone,31.5,82.5,High,High,6
Micro Zone,31.5,83.0,High,Moderate,5
Micro Zone,31.5,83.5,Moderate,High,5
Micro Zone,31.5,84.0,Low,High,4
Micro Zone,31.5,84.5,High,High,6
Micro Zone,31.5,85.0,Low,Low,2
Micro Zone,31.5,85.5,High,Moderate,5
Micro Zone,31.5,86.0,Moderate,High,5
Micro Zone,31.5,86.5,Low,Low,2
Micro Zone,31.5,87.0,Low,High,4
Micro Zone,31.5,87.5,Low,Low,2
Micro Zone,31.5,88.0,Low,Low,2
Micro Zone,31.5,88.5,Low,Moderate,3
Micro Zone,31.5,89.0,Low,High,4
Micro Zone,31.5,89.5,Low,Moderate,3
Micro Zone,31.5,90.0,Low,Moderate,3
Micro Zone,31.5,90.5,Low,High,4
Micro Zone,31.5,91.0,Low,Low,2
Micro Zone,31.5,91.5,Low,Moderate,3
Micro Zone,31.5,92.0,Moderate,Low,3
Micro Zone,31.5,92.5,High,High,6
Micro Zone,31.5,93.0,Low,High,4
Micro Zone,31.5,93.5,Low,Low,2
Micro Zone,31.5,94.0,Moderate,Moderate,4
Micro Zone,31.5,94.5,Moderate,Moderate,4
Micro Zone,31.5,95.0,High,Low,4
Micro Zone,31.5,95.5,High,High,6
Micro Zone,31.5,96.0,Low,High,4
Micro Zone,31.5,96.5,Low,High,4
Micro Zone,32.0,68.0,High,Moderate,5
Micro Zone,32.0,68.5,High,Moderate,5
Micro Zone,32.0,69.0,High,Moderate,5
Micro Zone,32.0,69.5,Moderate,High,5
Micro Zone,32.0,70.0,Moderate,Low,3
Micro Zone,32.0,70.5,High,Moderate,5
Micro Zone,32.0,71.0,Low,High,4
Micro Zone,32.0,71.5,Low,High,4
Micro Zone,32.0,72.0,High,High,6
Micro Zone,32.0,72.5,Low,High,4
Micro Zone,32.0,73.0,Low,Low,2
Micro Zone,32.0,73.5,High,High,6
Micro Zone,32.0,74.0,Low,High,4
Micro Zone,32.0,74.5,Low,Moderate,3
Micro Zone,32.0,75.0,Low,Moderate,3
Micro Zone,32.0,75.5,Low,Moderate,3
Micro Zone,32.0,76.0,Moderate,Moderate,4
Micro Zone,32.0,76.5,Moderate,Moderate,4
Micro Zone,32.0,77.0,High,Low,4
Micro Zone,32.0,77.5,High,Low,4
Micro Zone,32.0,78.0,Moderate,Moderate,4
Micro Zone,32.0,78.5,Moderate,Moderate,4
Micro Zone,32.0,79.0,High,High,6
Micro Zone,32.0,79.5,Low,High,4
Micro Zone,32.0,80.0,Moderate,High,5
Micro Zone,32.0,80.5,Moderate,High,5
Micro Zone,32.0,81.0,Low,High,4
Micro Zone,32.0,81.5,Moderate,Moderate,4
Micro Zone,32.0,82.0,Low,Moderate,3
Micro Zone,32.0,82.5,High,Low,4
Micro Zone,32.0,83.0,High,Moderate,5
Micro Zone,32.0,83.5,Low,High,4
Micro Zone,32.0,84.0,High,High,6
Micro Zone,32.0,84.5,High,Moderate,5
Micro Zone,32.0,85.0,High,Low,4
Micro Zone,32.0,85.5,Moderate,Moderate,4
Micro Zone,32.0,86.0,High,High,6
Micro Zone,32.0,86.5,Low,Low,2
Micro Zone,32.0,87.0,Low,High,4
Micro Zone,32.0,87.5,High,Moderate,5
Micro Zone,32.0,88.0,Low,Moderate,3
Micro Zone,32.0,88.5,Low,Moderate,3
Micro Zone,32.0,89.0,High,Low,4
Micro Zone,32.0,89.5,High,High,6
Micro Zone,32.0,90.0,High,Moderate,5
Micro Zone,32.0,90.5,High,Moderate,5
Micro Zone,32.0,91.0,Low,High,4
Micro Zone,32.0,91.5,Low,High,4
Micro Zone,32.0,92.0,Moderate,Moderate,4
Micro Zone,32.0,92.5,Low,Low,2
Micro Zone,32.0,93.0,Low,High,4
Micro Zone,32.0,93.5,High,Moderate,5
Micro Zone,32.0,94.0,Low,High,4
Micro Zone,32.0,94.5,High,Moderate,5
Micro Zone,32.0,95.0,Low,Moderate,3
Micro Zone,32.0,95.5,High,Low,4
Micro Zone,32.0,96.0,High,Moderate,5
Micro Zone,32.0,96.5,Moderate,Low,3
Micro Zone,32.5,68.0,High,Low,4
Micro Zone,32.5,68.5,High,High,6
Micro Zone,32.5,69.0,Moderate,High,5
Micro Zone,32.5,69.5,Moderate,Moderate,4
Micro Zone,32.5,70.0,Low,Low,2
Micro Zone,32.5,70.5,Low,Moderate,3
Micro Zone,32.5,71.0,Low,High,4
Micro Zone,32.5,71.5,Low,High,4
Micro Zone,32.5,72.0,Low,Moderate,3
Micro Zone,32.5,72.5,Moderate,High,5
Micro Zone,32.5,73.0,Low,High,4
Micro Zone,32.5,73.5,Moderate,High,5
Micro Zone,32.5,74.0,High,Moderate,5
Micro Zone,32.5,74.5,High,Low,4
Micro Zone,32.5,75.0,Low,Moderate,3
Micro Zone,32.5,75.5,Low,High,4
Micro Zone,32.5,76.0,Moderate,Moderate,4
Micro Zone,32.5,76.5,High,High,6
Micro Zone,32.5,77.0,Low,Moderate,3
Micro Zone,32.5,77.5,Low,Moderate,3
Micro Zone,32.5,78.0,Low,Moderate,3
Micro Zone,32.5,78.5,Moderate,High,5
Micro Zone,32.5,79.0,Low,High,4
Micro Zone,32.5,79.5,Moderate,Moderate,4
Micro Zone,32.5,80.0,Low,Low,2
Micro Zone,32.5,80.5,Moderate,Low,3
Micro Zone,32.5,81.0,Low,Low,2
Micro Zone,32.5,81.5,Low,Moderate,3
Micro Zone,32.5,82.0,High,Low,4
Micro Zone,32.5,82.5,High,High,6
Micro Zone,32.5,83.0,Low,Moderate,3
Micro Zone,32.5,83.5,High,High,6
Micro Zone,32.5,84.0,Low,Moderate,3
Micro Zone,32.5,84.5,Moderate,Moderate,4
Micro Zone,32.5,85.0,Low,Moderate,3
Micro Zone,32.5,85.5,Low,Moderate,3
Micro Zone,32.5,86.0,Low,High,4
Micro Zone,32.5,86.5,Low,Moderate,3
Micro Zone,32.5,87.0,Low,High,4
Micro Zone,32.5,87.5,Moderate,Low,3
Micro Zone,32.5,88.0,Moderate,Moderate,4
Micro Zone,32.5,88.5,Low,Moderate,3
Micro Zone,32.5,89.0,Low,Moderate,3
Micro Zone,32.5,89.5,Moderate,Low,3
Micro Zone,32.5,90.0,Low,Low,2
Micro Zone,32.5,90.5,Moderate,High,5
Micro Zone,32.5,91.0,High,Moderate,5
Micro Zone,32.5,91.5,Low,High,4
Micro Zone,32.5,92.0,Moderate,Moderate,4
Micro Zone,32.5,92.5,Low,High,4
Micro Zone,32.5,93.0,Low,High,4
Micro Zone,32.5,93.5,Moderate,High,5
Micro Zone,32.5,94.0,Low,Low,2
Micro Zone,32.5,94.5,Moderate,Moderate,4
Micro Zone,32.5,95.0,Moderate,Moderate,4
Micro Zone,32.5,95.5,Low,High,4
Micro Zone,32.5,96.0,High,High,6
Micro Zone,32.5,96.5,Low,Low,2
Micro Zone,33.0,68.0,Low,High,4
Micro Zone,33.0,68.5,Low,Moderate,3
Micro Zone,33.0,69.0,Moderate,Low,3
Micro Zone,33.0,69.5,Moderate,Moderate,4
Micro Zone,33.0,70.0,Moderate,High,5
Micro Zone,33.0,70.5,Moderate,Low,3
Micro Zone,33.0,71.0,Moderate,Moderate,4
Micro Zone,33.0,71.5,Moderate,Moderate,4
Micro Zone,33.0,72.0,Low,Low,2
Micro Zone,33.0,72.5,High,High,6
Micro Zone,33.0,73.0,Low,High,4
Micro Zone,33.0,73.5,Low,High,4
Micro Zone,33.0,74.0,Low,Moderate,3
Micro Zone,33.0,74.5,Low,Moderate,3
Micro Zone,33.0,75.0,Low,High,4
Micro Zone,33.0,75.5,Low,Low,2
Micro Zone,33.0,76.0,Low,Moderate,3
Micro Zone,33.0,76.5,Low,High,4
Micro Zone,33.0,77.0,Low,Moderate,3
Micro Zone,33.0,77.5,High,High,6
Micro Zone,33.0,78.0,Low,Moderate,3
Micro Zone,33.0,78.5,Low,High,4
Micro Zone,33.0,79.0,High,Low,4
Micro Zone,33.0,79.5,Low,Moderate,3
Micro Zone,33.0,80.0,Moderate,Moderate,4
Micro Zone,33.0,80.5,High,High,6
Micro Zone,33.0,81.0,High,High,6
Micro Zone,33.0,81.5,High,Moderate,5
Micro Zone,33.0,82.0,Moderate,Low,3
Micro Zone,33.0,82.5,Moderate,High,5
Micro Zone,33.0,83.0,High,Moderate,5
Micro Zone,33.0,83.5,Moderate,High,5
Micro Zone,33.0,84.0,Moderate,High,5
Micro Zone,33.0,84.5,Moderate,Moderate,4
Micro Zone,33.0,85.0,Moderate,High,5
Micro Zone,33.0,85.5,Moderate,Moderate,4
Micro Zone,33.0,86.0,Moderate,Moderate,4
Micro Zone,33.0,86.5,High,High,6
Micro Zone,33.0,87.0,High,Low,4
Micro Zone,33.0,87.5,Moderate,Moderate,4
Micro Zone,33.0,88.0,Moderate,Moderate,4
Micro Zone,33.0,88.5,Moderate,Moderate,4
